titre_comm,comm,date,loc,note,photo
Bon rapport qualité prix,"Très bon rapport qualité prix. Je recommande cet hôtel.   La thématique Woody est sympa, propre calme et accueillant.  On n'est pas sur le standing du Marvel mais pour le prix c'est très correct. Un peu éloigné des parcs mais avec la navette c'est gérable",Kevin D a écrit un avis (nov. 2022),"Leuze-en-Hainaut, Belgique",bubble_40,no
Séjour Disney ,"2 ème fois que nous allons dans cet hôtel et toujours aussi bien la chambre spacieuse propre calme rien a dire , concernant le Petit petit déjeuner il y en a pour tout le monde les produits sont bon  et le personnel sympathique et concernant l environnement tout bien la boutique l acceuil et le.plus la navette qui emmène à Disney nous y reviendrons c est sur",anto18400 a écrit un avis (nov. 2022),"Saint-Florent-sur-Cher, France",bubble_50,no
Quelle deception!,"Alors qu on s imaginait un week-end ""magique"" cet hôtel a tout gâché  Apres une bonne trentaine de minutes pour enfin obtenir l accès à notre chambre, les problèmes ont commencé ! Si on allume le chauffage, une très forte odeur de brûlé du a un mauvais entretien se diffuse dans la chambre! Côté salle de bain, pas mieux, une odeur nauséabonde provenant des canalisations! Et le pompon, le réseau internet ou je ne sais quoi est en dérangement, impossible de payer le restau par carte bancaire....on mange comment??? Aucun geste, aucune solution ne nous est proposé, en gros démerdez vous!",David#33 a écrit un avis (nov. 2022),"None, None",bubble_10,no
Très bon séjour a l'hôtel Cheyenne.,"Nous avons passé 3 jours et 2 nuits a l'hôtel Cheyenne fin octobre, pour l'anniversaire de ma fille. Cet hôtel est le mieux thématisé du parc, dès l'entrée dans le hall de la réception.  Tout y est parfaitement décoré, du restaurant, au bar, et même a l'extérieur. Le personnel est très a l'écoute, et toujours souriant.  Merci tout particulièrement aux réceptionnistes qui ont chanté joyeux anniversaire à ma fille le matin ! Merci aussi pour les petites attentions portées a son égard ce jour là. La chambre est simple et fonctionnelle, sur le thème du Far West et de Toy Story. En particulier sur Woody. Tout est la, de la baignoire, au lit gigogne ( que ma fille a adoré ! ), Au canapé, et même un bureau. Le coffre fort est bienvenu. Chambre dans la partie Geronimo très calme. Aucun…",JeffetGaga a écrit un avis (nov. 2022),"Ambert, France",bubble_50,yes
Moyen mais pratique,"L’attrait de cet hôtel est son style original « village du far West » où l’on peut déambuler entre autre, entre la maison du shérif, les caravanes, les nombreux bâtiments et le saloon. La situation géographique par rapport au parc Disney est également intéressante puisque une navette permet de le relier en quelques minutes.  L’immense espace restauration a également son charme et propose un buffet très impressionnant mais simple (ce n’est pas de la grande cuisine mais c’est bon…). Le personnel fait de son mieux avec le sourire pour satisfaire une clientèle familiale européenne qui, vue le nombre de chambres, dépasse les 1000 personnes jours.  On n’est pas là au calme dans un Relais et Châteaux : il y a du débit !...   Quant aux chambres, elles sont relativement simples et…",richard p a écrit un avis (oct. 2022),"Lyon, France",bubble_40,no
Hotel sympa mais prix élévé !,"Bon séjour à l'hôtel Cheyenne, le Check in / dépose bagage est malheureusement beaucoup trop long (45 min), la chambre est propre et très sympa sur le thème Toy Story, avec deux grands lits doubles. La salle de bains est un peu vieillotte et mériterait d'être rafraichie mais pour une nuit c'est largement suffisant. Seul bémol : on entend énormément les personnes de la chambre à coté (portes communicantes, certainement très pratiques pour les familles nombreuses!), heureusement nous avions prévu de nous lever tôt pour profiter des parcs.",LINECE58 a écrit un avis (oct. 2022),"Colmar, France",bubble_30,no
Bon rapport qualité prix,"Thématique de l’hôtel très jolie avec un hall d’accueil qui rappelle l’ouest américain, un personnel attentif et souriant. Les chambres restent cependant très simples mais bien agencées et propres, en revanches les couloirs communs aux chambres mériteraient un bon nettoyage et remise à « neuf ». À seulement 3 min en navette du Disney Village, l’hôtel est très bien situé. RAS sur le Disney Express qui juste top pour profiter un max de son séjour !",InkMom a écrit un avis (oct. 2022),"La Ciotat, France",bubble_40,no
Personnel exceptionnel !,"Chambre propre (mais à rafraîchir). Nettoyage fait (mais sans insistance dans les coins de la salle de bain) Literie agréable et fraîche. Bâtiments agréables, pas de bruits. Comme toujours, personnel hyper agréable et qui met tout en œuvre pour satisfaire ses clients ! Merci",Barbara R a écrit un avis (sept. 2022),"Verlaine, Belgique",bubble_30,no
Confortable et pratique,"Très bon hôtel. Chambre propre et confortable. Évidemment le rapport qualité prix est un peu cher mais on ne peut pas comparer un hôtel Disney avec un hôtel a l extérieur.  Bonne literie , bon accueil, chambre calme. L avantage de la navette pour le parc toutes les 12 minutes, un starbuck à côté de l hôtel si vous ne voulez pas prendre le petit dej à l hôtel, et l avantage de récupérer son magic pass a l arrivée qui permet d avoir une carte d accès à l hôtel et à la chambre et les billets pour le parc. Très pratique.",amelie52 a écrit un avis (sept. 2022),"Lille, France",bubble_40,no
Je Recommande 👍,"Je donnerai une notation de 7,75/10. Dinsey land France possède une gamme respectable d’hotel qui peuvent abriter un nombre assez important de visiteurs. Parmi ces hotels et grace aux avis des voyageurs on s’est fixé cheyenne comme abri pour une experience de deux jours aux disney paris. A l’arrivée, il faut souligner et mentionner que la queue etait enormissime pour accéder a l’enregistrement de l’hotel, deux heures d’attentes juste pour faire le checkin, heureusement que la dame savait tres bien gérer notre situation de fatigue et a fait un geste sympa de nous garantir la chambre illico presto. Le decor est assez imaginaire, les bulding sont a l’americaine. Le petit déjeuner est copieux n’empêche qu’il est ameliorable. La liaison de navette est assez frequente. Le seul bemol…",Mehdi AL a écrit un avis (sept. 2022),"Casablanca, Maroc",bubble_40,no
Rien a redire !,"Nous avons dormi à l’hôtel Cheyenne. Au moment du week-end de la pride. La chambre était propre.  Nous étions agréablement surpris du décor. Nous avons pris une demi-pension. Le petit déjeuner est toujours incroyable avec un énorme choix merci beaucoup à tous les cast member, pour le travail que vous avez procuré!   Merci de nous faire vivre ces moments de magie!",Emmanuella D a écrit un avis (août 2022),"None, None",bubble_50,no
"Vétuste, sale et beaucoup trop cher pour ce que c’est","Nous avons passé une nuit deux jour à Disneyland et donc dormi à l’hôtel cheyenne une honte pour des tarifs si élevés, joint de la salle de bain moisi, évier fendu, écoulement difficile des eaux usé certainement dû aux cheveux des autres visiteurs avant nous ! Bref un scandale à ce prix et très vétuste après 30 ans il faut penser à rénover et surtout entretenir un joint de salle de bain se change en moyenne une fois par ans bande de crasseux ! J’ai envoyé un mail a disney qui ont osé me répondre que les chambres sont vérifiées donc en plus de louer des chambres pourries  il n’ont même pas honte de mentir ! Photo à l’appui concernant les joins pour le reste j’ai pas pris en photo je n’est pas que ça a faire déjà qu’on nous as donné la chambre à minuit sans aucune excuse et là…",Adrian8413 a écrit un avis (août 2022),"None, None",bubble_10,yes
Très chouette hôtel à Disneyland Paris !,"2ème séjour dans cet hôtel et toujours aussi ravie ! Les extérieurs sont superbes et relaxants car il y a beaucoup d’espaces verts. Les décors western de l’hôtel sont très chouettes.  Nous allions au parc à pied car la balade pour y aller est très agréable. Le personnel est très aimable et serviable. Le buffet du petit déjeuner propose un choix important aussi bien salé que sucré. Il y a beaucoup de monde l’été mais l’organisation étant impeccable, on passe un bon moment  (nous demandons toujours à aller au saloon qui est moins bruyant que la grande salle). La chambre est spacieuse, agréable et propre.  Il faut ajouter un petit supplément pour être logés près des services de l’hôtel (réception, salle du petit-déjeuner et Starbucks) mais ça vaut le coup. Petit bémol: les tarifs…",broceliande a écrit un avis (août 2022),"Bretagne, France",bubble_50,yes
Superbe redécouverte.,"11-12 ans que je n’étais pas venue dans cet hôtel et quel plaisir!  La réfection est très joli et très propre.  L’hôtel est spacieux dans son extérieur.  Les couloirs calmes, donc nous avons pu bien dormir.  Le personnel est très gentil et souriant.  Chambre très propre.",TheFrenchy38 a écrit un avis (août 2022),"Lyon, France",bubble_50,no
"Décevant, ...","Nous sommes dans un endroit où la magie doit nous faire rêver mais m'y à part la décoration et l'atmosphère de l'extérieur, nous avons été vraiment mécontent de cet hôtel... Tout d'abord pas propre du tout, mal entretenu. Vous êtes dans des hôtels qui vous coûtent plus cher que les hôtels à l'extérieur de Disney, à part une boîte de mouchoirs et 2 petits flacons de shampooing, vous n'avez rien d'autres dans la chambre et pour 5 personnes dans la chambre... C'est un endroit où les familles viennent séjourné, quand vous revenez du parc il est tard, pas de distributeurs fonctionnels autour de l'hôtel, pas de boulloire dans votre chambre afin de faire chauffer un biberon à votre enfant... Au petit matin, cerise sur le gâteau, vous vous réveillez tôt afin de profiter du parc plus tôt…",tutu82 a écrit un avis (août 2022),"La Louviere, Belgique",bubble_10,no
Magnifique séjour au cheyenne ,Séjour au top. Je recommande cet hotel. Personnels..organisation. le cadre .propreté la chambre originale et fonctionnel..petit déjeuner au top. Je recommande vivement cet hôtel a 200 % pour un séjour ai top.  Vivement une prochaine visite.  ,Chouquette 44 a écrit un avis (août 2022),"Nantes, France",bubble_40,yes
Chouette voyage en famille,Hôtel convenable….   Personnel serviable et souriant comme partout à Disney   Chambre confortable et bien insonorisée rien a dire de plus concernant la chambre en elle même…..  Concernant le café « offert » a éviter et allez plutôt au star ici pour un café de meilleure qualité,tof a écrit un avis (juil. 2022),"Morlanwelz, Belgique",bubble_50,no
Excellent je recommande vivement,J’adore!!! J’adore !!! J’adore!!! Le disney Cheyenne hôtel et le meilleur hôtel que j’ai pus faire des hôtels disney. Je teins à souliers que je suis fan de l’univers toy story et tout simplement de disney en sois! Les lieux très beau la thématique respecter on adore chambre plus que propre! Les prix reste les prix disney je ne dirais pas un mot là dessus! L’odeur des bâtiments et de la chambre sont très agréable. Pour la famille c’est idéal et ça m’es de l’ambiance a votre séjour comme jamais! La literie douce et croyez moi après une journée a faire un demi marathon vous être plus que contents de dormir dans l’une des chambres de cette hôtel. En sois ce que je vais dire aurait effectivement gênés certains personnes mais arrive a l’heure de me coucher je n’avais absolument pas…,Lena a écrit un avis (juil. 2022),"Hayange, France",bubble_50,no
Hôtel disney très bien,Ce n’est pas ma première fois dans cet hôtel…je recommande sans hésitation. Les chambres sont confortables Les buffets excellents (petit déjeuner et dîner) Le personnel professionnel et à l’image de ce que nous souhaitons quand nous allons à Disney,Cécile P a écrit un avis (juil. 2022),"Tresserve, France",bubble_50,no
Superbe et un grand merci,"Nous avons été pour l’anniversaire de notre fille handicapé. Tous nos souhaits ont été respectées à savoir chambre PMR en RDC, pas loin de l’accueil et son cadeau dans la chambre à notre arrivée. Elle était contente!  La chambre était propre! la literie impec, nous avons bien dormi. L’hôtel et conforme au western. Sa petite sœur a fait une petite balade en cheval. Merci pour l’accueil, le personnel été agréable!!! Le petit déjeuner était correct, bon et l’accueil sympathique. Ma puce à discuter avec le personnel et ils ont été drôle et sympa avec elle et nous. C’est agréable de ne pas sentir le personnel stressé et à l’écoute.  Nous recommanderons l’hôtel et reviendrons. Un grand merci au personnel! Notre fille a été ravi pour son anniversaire et le reste de la famille aussi!",Chriss36 Q a écrit un avis (juil. 2022),"La Queue-en-Brie, France",bubble_50,no
Séjour décevant,"Nous avons eu le malheur de réserver cet hôtel le week-end dernier, week end caniculaire. Premier problème: un double rideau manquant / pas adapté. Obligés d'appeler à plusieurs reprises la réception. D'une part pour faire constater et intervenir quelqu'un. D'autre part pour faire changer ledit rideau (la plaisanterie, mauvaise, a duré un certain temps). Deuxième problème: climatisation défectueuse, au final le soir, on a dû rappeler (intervention ayant été inefficace et la réception nous répondant qu'effectivement il y a problème de clim) et se faire apporter un ventilateur. Nous considérons que c'est proprement scandaleux et honteux de ne pas prévenir les clients à l'arrivée que la clim est défectueuse et ce, encore plus en période caniculaire. Si nous avions été prévenus nous…",kboudet a écrit un avis (juin 2022),"Neuilly-sur-Seine, France",bubble_20,no
Un retour gagnant...,"Apres une première expérience plus que mitigée ,me voila de retour à l'hôtel cheyenne...et quelle bonne surprise! séjour trés agréable! Les tracas du premier séjour sont un lointain souvenir,la chambre est toujours aussi agréable, et contrairement à la première fois aucun bruit de ventilation et une literie très correcte!merci pour mon dos  nous avons grandement apprécié le calme de l'hôtel, le chemin pour aller au parc à pieds est des plus agréable par beau temps évitez la navette si vous le pouvez,n'hesitez à arpenter les abords de l 'hotel et profitez de ses décors et son ambiance.  personnel toujours parfait rien à dire.  je retire une étoile pour le petit déjeuner ,l'offre sucrée mérite d'être étoffée, et beaucoup trop bas de gamme pour un 3 Etoiles et pour la musique…",clochette36 a écrit un avis (juin 2022),France,bubble_40,no
Séjour inoubliable,"- Accueil au TOP explication claire , le personnel est très sympathique et serviable ( mais demande ont été respectée chambre l’une à côté de l’autre )  - serviette et produit à disposition 😀  - lit et serviette changer chaque jour  là décoration de la chambre est vraiment top ..   Un magnifique buffet pour le petit déjeuner et pour le souper de + une machine à café mise à disposition dans le blog de notre chambre c’est vraiment TOP   Si je devais juste rajouter un petit truc des animations le soir serait chouette 😎   Mais allez y les yeux fermer je vous le recommande ++++",Djenn96 a écrit un avis (mai 2022),"None, None",bubble_50,no
Belle hôtel ,"Très belle hôtel, les navettes pour le parc sont nombreuses et nous n'avons quasiment jamais eu a attendre . Les chambre sont relativement spacieuse et agréable . Le personnel est gentil, agréable, et disponible .  J'ai trouver les parties communes un peu vétuste et pas forcément propre ",Loic E a écrit un avis (mai 2022),Ile de La Réunion,bubble_30,yes
Super même si 1 grosse remarque à faire pour Disney Express,"Hôtel très sympa et propre. Belle ambiance western.  Un super accueil par Julien votre shérif pour aller au petit dej. Mais chose à signaler quand même: en partant, nous voulons poser notre valise pour Disney Express (quand même payé 60€ avant) et là, ÉNORME file d’attente. Je me renseigne, on me renvoie vers diverses personnes, ont l’air dépassées par le monde. File d’attente interminable et comme nous n’avons pas du tout envie de passer notre dernière journée à faire la queue pour déposer simplement notre valise, nous prenons alors la navette et allons la déposer nous même en gare TGV ( super pour 60€ !, j’aurais préféré les dépenser pour acheter d’autres souvenirs aux enfants). Trop dommage de finir sur cette note. :(",MaryCookieChouquette a écrit un avis (mai 2022),"Bourgogne, France",bubble_40,no
Une nuit sans petit dejeuner,"Bonjour, nous sejournons a l hotel une nuit sans petit dejeuner , avec deux enfants en bas age. Cheking realise la veille sans soucis, comme ca on a pu acceder au parc a 8h30. Les navettes au top , toutes les 10 min.  La decoration de la chambre a enormement plu aux enfants et le fait d avoir eu Woody ( oreseny de 8 a 11h) pour faire des photos avec est un plus :). Petit bemol, dommage que pas de frigo dans la chambre",Ludivine V a écrit un avis (mai 2022),"None, None",bubble_40,no
"Hotel sympa, propreté à revoir","L’Hotel en lui ainsi que le petite déjeuner fut bon. Les places de parking sont quant à elle aussi bien spacieuse pour des grandes voitures.  Par contre la propreté des couloirs et de la tapisserie et a revoir, car il y a un vrai manque d’entretien. Si non le concept est au top!",alvks909 a écrit un avis (mai 2022),"Budapest, Hongrie",bubble_40,no
Super,"Cadre et hôtel au top, juste à côté de la navette parfait pour ce rendre à Disney rapidement. L’accueil des visiteurs se fait rapidement malgré le monde. La salle de réception est spacieuse et magnifique. On peut voir Woody et Jessie tous les matins ☺️",Adelina a écrit un avis (mai 2022),"Villepinte, France",bubble_50,no
Hotel au top,Superbe experience. Chambre bien insonorisee. Proche de la navette et du petit dejeuner. Decoration western vraiment sympa. On dirait un petit village western. La salle du dejeuner est tres sympa. Ravie d y avoir sejourne,Dorothée D a écrit un avis (avr. 2022),"Ugine, France",bubble_40,yes
bien,"plutôt sympa mais je mets un bémol car ma fille n'avait ni couette ni couverture ni drap pour son lit, sino petit déjeuner génial, nous étions bien au calme près de la rivière. Le personnel est très gentil et compétent.",cindy p a écrit un avis (avr. 2022),"None, None",bubble_40,no
"Hôtel très bien situé, mais vieillot et mauvais rapport qualité-prix","Faux départ à notre arrivée: nous avions réservé une chambre à 2 lits mais avons découvert une chambre à 1 lit et un canapé lit convertible. Après un coup de fil à la réception et 30min d’attente c’est rentré dans l’ordre et nous avons eu la chambre que nous avions réservé, mais ce couac est difficilement compréhensible.  L’hôtel est très bien situé à quelques minutes en navette du parc Disney mais les chambres et salles de bain mériteraient un sacré coup de jeune (rideau de douche, au secours!) et la moquette dans les couloirs un coup d’aspirateur. Ça se voit que cet hôtel n’a pas bougé en 30 ans, et le prix est indécent pour un hôtel de cette catégorie. Dommage pour la magie Disney. Ceci dit la literie est confortable, et le personnel aux petits soins.",Roxane a écrit un avis (avr. 2022),"Le Mont-sur-Lausanne, Suisse",bubble_30,no
Superbe hôtel Disney à proximité du parc,"Hotel Disney aux décors  somptueux sur le thème du far west. Excellent petit déjeuner, chambre petite mais confortable. Une mention spéciale à tous les employés rencontrés qui ont fait de ce séjour un pur moment de magie.  Proximité du parc et service de navette efficace.",Alex a écrit un avis (avr. 2022),"Strasbourg, France",bubble_50,no
Très bien,Au top chambres spacieuses enregistrement rapides le repas du soir était vraiment bien varié et en quantité le petit déjeuner au top avec beaucoup de choix hôtel très bien situé pas très loin du parc avec des navettes jusqu’à 1 h du matin on a passé un bon moment,ferlay j a écrit un avis (avr. 2022),"Lorette, France",bubble_40,no
Avis mitigé et petite déception...,"Le cadre général de l'hôtel est très réussi et transpire bien l'atmosphère du far-west. L'environnement général est soigné et très propre, tout comme sa réception (où les formalités d'usage sont vite et bien expédiées). Il nous aura préalablement fallu quelque peut tourner sur le parking avant d'y avoir accès, faute d'y trouver une place pour notre véhicule. Une fois en chambre, nous découvrons une pièce assez petite et, sincèrement, d'un standing inférieur à ce que nous attendions d'un hôtel Disney. Ce fut une petite déception, car pour un positionnement tarifaire tel, nous avions davantage d'attentes. En effet, en dehors de la télévision, la chambre n'est dotée d'aucun équipement particulier (pas de petit frigo, ni de machine à café ou, à tout le moins, une petite bouilloire…",Nymbrixion a écrit un avis (avr. 2022),LIEGE,bubble_30,no
Parfait !!!,"Très bon séjour dans cet hôtel, 2 adultes 2 enfants le lit parapluie déjà préparé sans avoir eu à le demander. Chambre très propre que se soit  les lits ou la salle de bain. Petit plus proche de la chambre  de la réception et des navettes. Apôtre arrivé l'enregistrement fait à l'avance nous à permis de récupérer nos places facilement. Chambre disponible vers 12h30, prévenu par sms. Parfait",cisiteue62 a écrit un avis (mars 2022),"Montreuil-sur-Mer, France",bubble_50,no
Inadmissible pour le prix....!!!,"Hôtel très sympathique à première vue... Les décors sont plutôt réussis mais l'entretien n'est pas au rdv. Les chambres sont vieillissantes et pas du tout propres (Poussière, moisissure, mauvaises odeurs).  Positionnement des familles (avec enfants) à revoir impérativement. Nous étions à côté d'un jeune couple...qui s'est fait plaisir en rentrant dans la nuit  😅 Obligé d'aller les calmer en plein ébat!  Super pour mes filles en bas âge....En même temps les murs sont en carton, c'est un Hôtel formule 1 déguisé.  Enfin pour finir les mauvais points et pas du moindre...lors des selfies à l'Hotel avec Woody (Très bon idée pour les enfants) Le gestionnaire de la queue d'attente se permet de faire des réflexions aux familles de comment ils doivent gérer leurs enfants (Une de mes…",Aurel3874 a écrit un avis (mars 2022),"Annecy, France",bubble_20,no
Can you feel the love tonight,C’était trop bien moi je suis quelqu’un de 13 et je m’en souviendrai toute ma vie la musique en titre c celle-ci quand on n’est rentré à Disney land paris 😭c’était magique franchement merci pour tout mes truc que vous avez créé Disney ❤️,Mathis M a écrit un avis (mars 2022),"None, None",bubble_50,no
NUIT CHAUCHEMAR chambre 1770,"Rien à dire au niveau accueil, restauration etc.... Tout se complique dans la chambre Sitting Bull no 1770. Nuit de cauchemar. Un bruit de clapet incessant toute la nuit (climatisation ??). Un technicien est venu régler le souci pendant le diner, puis tout recommence en pleine nuit. Le réceptionniste se déplace à 1 h du matin pour constater et nous proposer de changer de chambre ou de finir la nuit dans une autre chambre car nous avons nos 2 petits-enfants, 4 et 6 ans, qui dorment. Impossible. A oublier très vite mais c’est intolérable, inadmissible et indigne de ce que l’on attend à Eurodisney. C Poirot",christian p a écrit un avis (mars 2022),le plessis robinson,bubble_30,no
Cher pour la qualité ,"Une nuit pour cause de Congrès... Le rapport qualité prix n'y est pas. Le congrès est prévu depuis longtemps, le personnel au check in est pourtant clairement en sous effectif.  La chambre est assez grande et propre, mais quelle surprise de trouver un rideau de douche pour fermer la baignoire, je n'avais pas vu ça dans un hôtel depuis longtemps ! Pas de volets, des rideaux, et il faut choisir, soit ils sont bien fermés au milieu soit sur le côté, mais ils sont trop étroits pour couvrir la totalité de la fenêtre. Bâtiment bruyant.  L'hôtel est vaste, reparti en plusieurs bâtiments, il faut aimer marcher pour aller à l'accueil et prendre le petit déjeuner. Le buffet de petit-déjeuner est bien garni, pain sans gluten sur demande, sucré, salé... Mais quel bruit, quelle agitation,…",mayalen l a écrit un avis (mars 2022),"None, None",bubble_30,no
Aucune information disponible... lamentable !!!,Très déçu !!! nous avons attendu plus d'une heure pour faire le checking. Aucun Employé n'est venu nous orienter alors que dans la file nous étions les seuls avec des valises. A la réception PERSONNE nous a parlé de l'heure de magie et nous n'avons AUCUNE explication de comment rentré dans le parc en étant résident de l'hotel. Nous n'avons jamais reçu le SMS concernant la chambre. Vraiment très déçu de cet hôtel !!! Une grosse fumisterie !!,Guille a écrit un avis (mars 2022),"Barcelone, Espagne",bubble_20,no
Au top!,"Séjour avec le CE, arrivée vendredi soir et départ dimanche après-midi. La chambre était propre et le lit bébé était bien là. Le petit déjeuner est toujours au top. Par contre, vous devriez penser aux personnes allergiques aux protéines de lait de vache. Mon bébé de 21 mois aurait pu manger un yaourt au lait de coco ou soja si vous en proposiez mais là, il n'y avait aucun équivalent aux yaourts classiques et c'est bien dommage. A réfléchir l'équipe Disney 😉 Un coucou au cast member du petit déjeuner du samedi 26 qui nous a bien fait rire en me posant une question pour la poussette et moi complètement à l'ouest qui répond à côté de la plaque 😂😂😂 Séjour magique pour notre loulou qui nous parle de mickey tous les jours 🤣🥰 Ah au fait, le système de bracelets pour le covid,…",AuDrey N a écrit un avis (mars 2022),"None, None",bubble_50,yes
Déplorable ,"Deuxième visite dans cet hôtel. Actuellement au bâtiment calamity Jane, loin de l accueil et des services. Chambre très sale,  avons du demander qu on vienne nettoyer la cuvette des WC pleine d urine. Sols dégoûtants. Mais le pire est de nous avoir placés au milieu d'un groupe d adolescents espagnols qui ont hurlé dans le couloir jusqu'à 1h du matin plus claquage de portes intensif. Nuit affreuse et nous apprehendons celle qui arrive. Dommage nous avions eu une première chouette expérience il y a deux ans. ",charlotte2307 a écrit un avis (mars 2022),"Mauguio, France",bubble_20,no
