titre_comm,comm,date,loc,note,photo
Très mauvais séjour,"Nous avons séjourné en famille/amis les 11 et 12 novembre au séquoia. Ce fut une catastrophe nous étions 8 (3 adultes et 5 enfants de 5 à 9 ans). Arrivés dans nos chambres respectives communicantes aux alentours de 21h/21h30. Et la surprise dans la chambre de nos amis une énorme souffleuse Karcher en fonctionnement, et le chauffage à 29,5 degrés. Nous entrons dans la notre idem chauffage à 29,5 degrés, pas de poignet aux fenêtres pour pouvoir ouvrir et aérer (l’ironie du sort étant le flyer sous la télévision faisant l’apologie de la sobriété énergétique). Ensuite nouvelle mauvaise surprise l’état de saleté de la chambre (miroir avec des traces, poils non identifié sur notre téléphone et le meilleur un slip usager retrouvé dans la chambre). Pour finir aucune des deux télévisions…",Céline a écrit un avis (nov. 2022),"None, None",bubble_10,yes
Déçus,"Très déçus, quand j'ai réservé j'ai bien précisé que j'étais en situation d'handicape résultat chambre à 1 km de l'hôtel, 17 marches à monter, baignoire non accessible pour moi. De plus nous sommes venus avec des amis qui eux ont été logé dans l'hôtel principal,  incompréhensible nous avons fait les réservations ensemble... Je regrette vraiment d'avoir choisi cet hôtel alors que nous y avions déjà séjourné avec plaisir. Dire que nous avons économisé pendant un an pour pouvoir passer un séjour agréable et être aussi déçus. Point positif le personnel, toutes les personnes ont été très agréables. ",M C a écrit un avis (nov. 2022),"None, None",bubble_10,no
"Golden Suite, la classe!","Passage d’une nuit au Sequoia Lodge, pour profiter de deux jours de parc. Nous avions réservé une chambre traditionnelle Golden Forest sans savoir que nous allions arriver dans une magnifique suite, d’autant plus décorée avec un sapin de Noël!   Faire partie du Golden Forest club permet d’avoir accès à une salle de petit déjeuner plus « intime », avec le même buffet qu’au restaurant principal.  Mention spéciale pour la double cheminée du bar, qui est très agréable!  Concernant l’accueil et les cast members, toujours très gentils et serviables.",Sabrina G a écrit un avis (nov. 2022),"Dijon, France",bubble_50,yes
Un séjour inoubliable dans ce magnifique hôtel  pour les 4 ans  de notre fille avec des personnels serviables et agréabl,"L’accueil, les personnels géniales et serviable  Un hôtel super, service génial Les personnels souriant, aimables, gentils Un hôtel vraiment que je recommande vivement et je compte retourner bientôt encore pour y séjourner dans ce magnifique hôtel",Ibrahima B a écrit un avis (nov. 2022),"None, None",bubble_50,no
Montre volée,"Nous avons séjourné au Sequoia Lodge ce weekend et mon mari y a laissé sa montre. Lorsqu’il est revenu, la montre n’y était plus, et la personne qui venait de faire le ménage quelques minutes auparavant a dit n’avoir rien vu. Mon mari est absolument sûr de l’avoir laissée dans la chambre et de l’endroit exact - elle a donc forcément été volée entre temps. Il s’agissait de sa montre de fiançailles et nous sommes donc vraiment affectés… enfin, le service consommateurs Disney est pour l’instant étonnamment peu réactif et impliqué pour régler ce problème.",GeorgieMonde a écrit un avis (nov. 2022),"Londres, Royaume-Uni",bubble_10,no
Bien mais à revoir,"On nous avait conseillé cet hôtel, nous y avons réservé les yeux fermés. Nous étions dans un lodge. Niveau insonorisation, rien à redire. Par contre au niveau de la chambre c’est un peu vieillot et il n’y a que deux prises électriques ! Dont une qui a cessé  de fonctionner la nuit et donc mon téléphone n’a pas su charger complètement (pas l’idéal quand on va a Disney…).  Nous n’avons pas eu l’occasion de profiter de la piscine. Le petit déjeuner est très complet niveau choix et le dîner également ! Pensez juste à arriver quelques minutes avant vos réservations car il y a beaucoup de monde et on a l’impression que certains membres du personnel travaillent au ralenti.   Proximité avec le parc, top !   Pour une nuit c’était bien mais je n’aurais pas voulu y passer plus. J’ai été un…",Coralie G a écrit un avis (nov. 2022),"None, None",bubble_30,no
Un séjour au Sequoia,"Séjour réserver du 11 au 13 novembre en formule Golden forest club avec pension complète plus   Hotel très grand, chambre propre et correct, chambre golden forest club avec vue sur le lac !  Hotel très calme, personnels très sympa   Piscine de l'hôtel un peu froide à notre goût et jacuzzi limiter à 15 min par personne  ( la piscine ce trouve dans un bâtiment à l'extérieur de l'hôtel principale) par temps froid penser à prendre vos manteaux 🙃  Le restaurant de l'hôtel avec buffet à volonté propose pas mal de choix, par contre beaucoup de monde ( conseil, arriver avant l'heure de votre réservation). Certains membres du personnels sont très à l'écoute, malgré le monde et d'autres sont limite à ne pas répondre",Lucyie T a écrit un avis (nov. 2022),"La Baume-de-Transit, France",bubble_40,yes
Pas très content de la note salé du repas !!,Très déçus du repas cher pour les enfants alors qu'il ne mange pratiquement rien. Du moment où ils sont assis il paye mais sachant se qu'il mange à 5 ans je trouve le prix exorbitant ! La chambre est très bien mais cet hôtel mérite un rafraîchissement au niveau de sa vieillesse. ,audrey a écrit un avis (nov. 2022),"Aveyron, France",bubble_30,no
Très bon séjour ,"Séjour de deux jours en famille , très bon rapport qualité prix en demi-pension , et personnel avenant malgré le monde , pour la direction pensez en peu à changer les uniformes du personnel, les pauvres, , et  une prise électrique dans la chambre , c’est peu, merci d’avoir contribué  à ce bon moment , amicalement     ",Maloirstregnaerts a écrit un avis (oct. 2022),"Flemalle, Belgique",bubble_40,no
Sévir de l alcool a une enfant de 11 ans,Du personnel de restauration incompétent  au sein du restaurant de l hôtel et qui sert de l alcool a une enfant de 11 ans. Un vrai scandale pour un établissement qui doit accueillir des familles dans un parc d attraction dédié aux enfants. ,Gilles C a écrit un avis (oct. 2022),"None, None",bubble_10,no
Séjour en famille 3 chambres mais .... ,"Voilà séjour attendu depuis des mois 10 personnes 3 chambres 332 333 334.   Par où commencer à oui deux lit bébé fournie.   Le matelas enfin il y a que le nom mon carrelage est mieux.   Téléphone à la réception ont me dit que l'ont va me transmettre deux couvertures enfin deux sorte de couvertures mais cela est impossible de faire dormire deux jeunes enfants sans mieux aménager les matelas pour leurs confort.   Pour un lieu familial là 1 et soucis.   Propreté bof wc sale, reste d'emballage de tampon des anciens résidents... heureusement mon fils ne l'a pas mis à la bouche...   Shampooing murales casser et quasi vide pas changer de deuxième jours...   Les petites bouteilles de Shampooing et après Shampooing on a jamais vu la couleur sur les trois chambres....  Bref chambres sale,…",Mastrototaro J a écrit un avis (oct. 2022),"Meyrin, Suisse",bubble_20,no
Très bon hôtel,"Super hôtel, très propre, avec un personnel très accueillant, il dispose également d’une bagagerie avec un personnel très agréable également.  Il est très proche des parcs, le trajet est très agréable pour s’y rendre et vraiment rapide.   Je recommande vraiment cet hôtel",Isabella C a écrit un avis (oct. 2022),"Vonnas, France",bubble_50,no
Usine / vieillot,"Hotel qui mérite une sérieuse rénovation et séjour décevant. Chambres assez grandes mais dépassées: moquettes usagées, pas de prises pour charger les téléphones/tablettes aux têtes de lit, lavabo ouvert sur la chambre, WC dans la même pièce que la baignoire.. Surtout l'établissement est immense et donc accueille beaucoup trop de visiteurs qui sont traités un peu comme du bétail avec par exemple très longue file d'attente dès 8 h pour le petit déjeuner (ça ne fait que commencer, toute la journée on la passe à faire la queue chez Disney..). Le cadre pourrait être sympa mais ce n'est pas un hotel, c'est une usine. Enfin la proximité du parc est très relative et le service navette (qui en fait est à l'extérieur de Disney) est aléatoire.. et tout cela bien sûr est très cher..",DominD a écrit un avis (oct. 2022),"L'Haÿ-les-Roses, France",bubble_20,no
Un cadre reposant au coeur de Disney,"Hotel sublime, je pense mon préféré  à Disneyland Paris. Le cadre est reposant, comme si vous etiez en pleine nature et rien n’est fait au hasard, jusqu’au son des oiseaux difusé autour de l’hotel dé votre arrivée. Personnel très gentil est aux petits soins, buffet petit dejeuner très complet. Seul bémol, je n’avais pas de bouilloire dans ma chambre et chambre un peu vieillissante.",Bérénice M a écrit un avis (oct. 2022),"None, None",bubble_40,yes
Séjour à Disney dans l'hôtel séquoia,Hôtel assez joli que se soit intérieur comme extérieur. Le personne est vraiment très gentil Le petit point négatif c'est les chambres car c'est un peu vieillot il faudrait les remettre un peu aux goûts du jour ca serait un plus mais bon vu que c'est surtout pour dormir c'est pas trop dérangeant on va dire.,Voyage Découverte a écrit un avis (oct. 2022),"Houyet, Belgique",bubble_40,yes
Une pépite,Un très bel hôtel bénéficiant d'une piscine avec belle ambiance. C'est très agréable de pouvoir s'y baigner après avoir passé la journée dans le parc à marcher.   Une très belle surprise que nous a offert Disney en nous faisant bénéficier de le suite. Ce genre d'attention amplifie la magie et ajoute des paillettes dans les yeux.   J'ai passé un excellent séjour,Alizee C a écrit un avis (oct. 2022),"None, None",bubble_50,no
Très bon séjour,"Nous avis séjourné en Golden Forest et notre séjour était très satisfaisant. Avec deux bébés, nous avons pu avoir un lit bébé et des barrières de sécurité.  Le petit plus, le petit déjeuner et le goûter, avoir boisson à volonté en salle Golden Forest, très bon choix de petit déjeuner même avec mon petit appétit je me suis régalé et les enfants n’en parlons pas. Un petit clin d’œil aux CM qui était d’une gentillesse et d’une bienveillance. Je recommande cet hôtel pour un séjour familiale.  Nous avons hâte de revenir pour notre prochain séjour.",Marine550 a écrit un avis (oct. 2022),"Hénin-Beaumont, France",bubble_50,no
"Super personnels, top repas du soir.","2 eme fois pour nous à séquoia lodge. Très bonne expérience. Les plus : proche du parc, grand hôtel avec chouette theme . Ambiance chalet cosy. Petite zone de jeux dans le hall, avec même une jeune fille qui encadre les jeux ! Top pour avoir un moment pour boire un café entre adultes. Merci à la « baby-sitter ». Personnel très sympa ! On a pris un soir buffet à volontés donc top avec beaucoup de choix et de légumes ( vu qu ils sont inexistants dans le parc) ! Les moins: qualité prix bof , tarif élevé pour des bâtiments vieillissants, nettoyage moyen. Beaucoup de monde au déjeuner, zone de passage étroite entre les tables. Quelques rénovations serait à faire par exemple les sanitaire . Il y avait même un de ses vieux sèches cheveux des années 80 qui font plus de bruit que de…",Piccand A a écrit un avis (sept. 2022),"Broc, Suisse",bubble_40,yes
Rapport qualité prix désastreux ,Je vais commencer par le positif...  L'accueil très bon (le personnel en général très sympa) Les chambres propres À 10 minutes à pied du parc.  Maintenant tous le reste est catastrophique...  Le prix ... Une honte pour un hôtel comme celui ci! Il ne serait pas à Disney il serait 50 euros... Équivalent d'un Motel sur air d'autoroute honnêtement...  Les chambres sont super vieille. Aucun entretien... mériterais une rénovation en profondeur ! De vieille moquettes et une déco d'un autre temps... Une salle de bain limite ... Le déjeuné... La foire aux bestiaux ! On se croirait dans une fourmilière... Et beaucoup trop cher pour ce que c'est... Encore une fois une honte  Bref c'est la magie de Disney comme ont dit... J'attends avec impatience la réponse de mon commentaire par votre…,Bobi7171 a écrit un avis (sept. 2022),"Bulle, Suisse",bubble_10,yes
C'est trop cher et mérite rénovation ,"L'hôtel est bien situe, les chambres proches des commodités sont un vrai plus sinon vous marchez encore plus (et après une journée de parc c'est pas négligeable!).  La chambre est vieillotte et mérite rénovation surtout la salle de bain. C'est propre, mais plus de notre temps ! Le petit déjeuner à l'hôtel... La foire !!! Les uns sur les autres on abandonne même d'aller se re-servir ...  Le bar de l'hôtel est sympa.  Vue lac de la chambre très bien.  ",Bevdb a écrit un avis (sept. 2022),"None, None",bubble_30,no
Une déception,"Nous avons trouvé qu’ils étaient très désorganisés pour l’arrivée des clients, plus d’une heure d’attente à la réception. Il devrait revoir leur accueil. Le courriel d’information et de checkin de l’hôtel reçu le lendemain. À l’entrée de l’hôtel on vous demande d’ouvrir le coffre de votre voiture sans rien contrôler à quoi cela sert! Chambre reçu à 15:15 dans le timing. Chambre vieillotte et salle de bain aussi mais convenable. Prix avec le parc très cher pour la prestation offerte.",652pat a écrit un avis (sept. 2022),"Lausanne, Suisse",bubble_30,no
Arnaque,"Séjour du 24 au 26 août 2022 Hotel Séquoia, Lodge Yellowstone en travaux avec échafaudages et vitres opaques. On s'est bien fait avoir, on a payé plein tarif, sans être averti des travaux. Hotel vieillissant. C'est certain, nous n'y reviendrons pas.",Catherine W a écrit un avis (sept. 2022),"Canton de Fribourg, Suisse",bubble_10,yes
Une déconnexion dans la nature,"Nous avons passé un séjour de trois jours et deux nuits dans cet hôtel. Très beau cadre dans lequel on a l'impression d'être totalement hors ville. Un coin de nature en plein Paris où il fait bon se balader.   Le personnel est très agréable, très souriant. La demoiselle à l'accueil qui a remit correctement nos cartes d'accès était vraiment très gentille.   Le bar est agréable, on peut s'asseoir dans des canapés . Nous avons mangé l'assiette de fromage qui était très bonne.   La piscine est très propre, serviettes fournies et il y a de quoi protéger les enfants pour nager (brassards, planche, frites, ceintures pour flotter). Le toboggan est un bon plus. Le personnel est encore une fois très agréable dans ce lieu.   Passage par la boutique qui dispose de plusieurs articles…",Claire-Marie L a écrit un avis (sept. 2022),"Anzin, France",bubble_50,yes
Séquoia liège avis,"Accueil très bon,par contre pour un hôtel avec étoiles il manque des prises électriques dans les chambres surtout quand on est plusieurs à avoir des téléphones portable.  même pas une bouilloire avec nécessaire pour ce faire café ou thé obliger d aller le chercher au distributeur qui est à l autre bout de l hôtel . Literie confortable",Popo B a écrit un avis (sept. 2022),"None, None",bubble_30,no
3* - cosy - site boisé  - très bonne cuisine - piscine - espace  enfants - boutique  - coin photo personnage Disney ,"Excellent 3* situé en face de Disneyland, terrasses avec vue sur le lac, endroit boisé, accès  rapide en navette jusqu'au/du  parc  à l'hotel (aller-retour).   Petit déjeuner non compris  (en option) + 2 restaurants  buffets + 1 bar  cosy + terrasses en bois avec vue sur le lac + 1 piscine avec accès extérieur  ouverte jusqu'à 23h00 + espace enfants + coin photo avec 1 personnage Disney +  boutique  & (Bagagerie + conciergerie) + navette gratuite.  - Composition de la chambre : 2 lits (à notre demande) avec 4 oreillers sur chaque lit, tv, coffre-fort, climatisation. Literie confortable  & chambre  insonorisée   - Salle  de bain avec bain, sèche-cheveux, produits  de bain + shampooing + après-shampooing.  - les + : Un seau à  glace et 4 verres. [Dans les couloirs accès à une…",MrMmeFerdin P a écrit un avis (sept. 2022),"Bruxelles, Belgique",bubble_40,yes
Séjour agréable mais...,"2ème séjour au Sequoia Lodge, ambiance nature toujours aussi agréable. Chambre 4193 située dans le bâtiment principal très pratique mais : un grand manque de prises électriques (1 qui ne fonctionnait pas), sèche cheveux peu puissant.  La piscine et le jacuzzi très agréables en fin de journée, il faut cependant sortir de l'hôtel pour y accéder et ne pas se perdre dans les longs couloirs...  Personnel accueillant, très bon petit déjeuner (cher, mais le choix y est). 10/15 min à pieds de Disney Village et des parcs ou navettes régulièrement disponibles au départ de l'hôtel.  Bilan positif dans son ensemble, la décoration des chambres serait à rénover.",Manon B a écrit un avis (sept. 2022),"Romans-sur-Isère, France",bubble_40,no
Un vrai labyrinthe,"L'agencement de l'hôtel en lodges fait penser à une sorte de gîte, on se sent trop isolé par rapport au bâtiment principal. D'ailleurs, il faut attendre la navette (12 min) ou aller à pieds vers les parcs au risque de se perdre (vécu !) Un échafaudage et des ouvriers s'activant dès 9h (un film opaque a été posé sur les fenêtres, donc impossible pour moi de voir dehors). Niveau propreté, c'était quasi-impeccable (robinet légèrement enrobé de calcaire) - en même temps, c'est un 3 étoiles. Le petit déjeuner self au Hunter's Grill était parfait (j'ai apprécié les gaufres en forme de tête de Mickey) et le personnel sympathique.",Melody R. a écrit un avis (août 2022),"Strasbourg, France",bubble_30,no
Pas terrible pour le prix,Certes notre prix comprend les entrées dans le parc mais je pense qu il existe des hôtels de bien meilleurs qualité à l extérieur du parc . Nous étions dans un bâtiment annexe le couloir avait une odeur de vieux ! La chambre ´ avait pas de vue car nous avions un échafaudage devant la fenêtre . Pas de frigo ou mini bar dans la chambre . Rideau de douche j ai horreur de ça ! Notre plus grande déception est du côté de la piscine . L eau n est pas très chaud même froide … niveau propreté c était correct dans l ensemble .,Lnetbastien a écrit un avis (août 2022),"Haute-Normandie, France",bubble_20,no
Parfait,"Il s agit de notre deuxième séjour dans cet hotel, la premiere fois etait pour les 25 ans du parc et cette fois pour les 30ans. Sejour 2j/1 nuit en chambre type golden forrest nous avons eu l agréable surprise à notre arrivé d'avoir finalement avoir eu le droit a la suite 7247. La suite est très spacieuse, dispose d'un balcon et correspond bien au style de l'hotel, le personnel toujours aussi sympathique et souriant, qu'il s'agisse des agents de sécurité a l'entrée,  du personnel d'accueil ou des restaurants.Qu'est que cala fait plaisir d'être reçu de cette manière.  Les suppléments offerts avec le ""golden forrest"" ne sont pas negligeable, comme les bagages montés dans la chambre, le goûter avec boissons softs a disposition a volonté ainsi que des en cas sucré/salé,  le buffet…",Nours1408 a écrit un avis (août 2022),"None, None",bubble_50,no
Très très moyen et vieillissant ,"Hotel vieillissant. Chambre standard vraiment de base avec mobilier abîmé, pas fraîche.  Salle de bain identique à la chambre : vieillotte. A ce prix là, hors Disney, nous aurions eu une chambre 5 étoiles.  L'infrastructure générale est dépaysant, le personnel est gentil  comme partout à Disney. ",Natacha a écrit un avis (août 2022),"Heusy, Belgique",bubble_30,no
Bar à oublier / chambre et hôtel très agréable et silencieux ,"Toujours aussi confortable et silencieux comme hôtel. Chambre spacieuse et très agréable.  Literie confortable pour les 8 personnes qui on participé à se séjour  Le point négatif est pour moi le bar:  Siège/baquette en angle très inconfortable,  les canapés qui sont très agréable eux sont pas assez nombreux.  Nous avons pris des cocktails à 15 euros qui étaient remplie au 3/4 de glaces ( sa fait cher pour le peu de liquide restant) je conseil pas se bar car de plus la salle était occupe par 20 personnes( dont nous 8 personnes..) 3 serveurs et entre le moment où on c est assie et le moment où on a pu boire,  y a eu 40 minutes.... et nous avons dû appeler le serveur à 2 reprises...  Un bar d un hôtel de 3 étoile ??? Le confort nul le service nul la réactivité des serveur nul et le…",Milo a écrit un avis (août 2022),"None, None",bubble_40,yes
Lamentable,"Hôtel en travaux, non précisé lors de la réservation. Impossible s’ouvrir les fenêtres ( chambre au Rez de chaussée). En période Covid et en période canicule, c’est tout simplement une honte. On avait l’impression d’être ds une cave. On est bien loin de la magie Disney !!!! Prise qui ne fonctionne pas. Cheveux dans la salle de bain. Bref, un cauchemar. Obligés de laisser la clim allumée tte la nuit, crise d’asthme de mon fils. A éviter",CVD57 a écrit un avis (août 2022),"Metz, France",bubble_10,no
"Lodge vieillissant, un peu décevant","Nous attendions notre séjour de 2 jours avec impatience. Nous avions choisi le sequoia pour avoir un peu plus de confort que dans le Santa fe ou le cheyenne. Nous avons été décus. Pas le droit au ""vrai"" hôtel, mais un des lodges a coté, qui n'a sûrement pas été rafraîchi. Pas d'accès direct à la piscine (il faut ressortir) , une décoration ancienne, une prise électrique abîmée, pour un prix 2 fois plus élevé qu'il y a 3 ans. Le COVID a bon dos mais nous avons l'impression que Disney ce n'est plus comme avant... Seul avantage : accès au parc a pied en 10 minutes.",Elise C a écrit un avis (août 2022),"Auray, France",bubble_30,no
Est-ce que cela mérite le prix,"Est-ce que cela mérite le prix Clairement NON  Mais si vous voulez un Hôtel prés du parc à pied Une literie correcte La magie des personnages dans l’hôtel L’intervention rapide si problème dans la chambre (exemple : coffre fort HS, demande d’un ventilateur  ... etc …)  Mais aussi vous aimerez moins Une climatisation trop chaude dans des chambres vieillotte et sans prise électrique suffisante Des fenêtres qui ne s’ouvrent presque pas pour laisser passer l’air et aérer la chambre La queue à la réception et à la consigne à bagage  Est ce que je suis prêt à mettre ce prix dans ces temps difficiles NON et c’est la dernière fois dans ces conditions !!!!  Au fur et à mesure des années nous avons vu les prestations disparaitre Les heures en plus sont devenues des heures en moins : Se…",tombfred a écrit un avis (août 2022),France,bubble_40,no
Calme et reposant,Le cadre verdoyant est reposant après une journée au parc. Quelques points méritent rénovation mais rien de grave. Chambre propre et literie confortable. Piscine top super agréable pour une pause et repartir pour la soirée. Personnel attentif.,MELIA a écrit un avis (août 2022),"Nice, France",bubble_40,no
Bon service,"Nous avons passé une nuit au séquoia avec mon fils de 5 ans. Réception: top! Très très rapide et le personnel nous a très bien renseigné.  Restaurant: top! Très bon, organisé. Le personnel est souriant. Les plats sont vraiment très bons. Cela contribue à la magie de Disney avec les Mickey dans les plats etc.  Chambre: moyenne. Je m'attendais à autre chose pour un théme sur bamby.  Les services de la chambre sont correct: salle de bain, coffre, sièges. La literie est bonne. Mais le nettoyage reste à désiré. Les joints de carrelage de la douche étaient noirs,du pop corn traîné au sol dans la salle de bain, et la porte de celle ci était très sale pour ne pas dire dégoûtante.  Et puis une moquette en 2022...  😀😀 un parquet ou du carrelage serait très bien et plus propre!  Je met 4…",Sophie N a écrit un avis (août 2022),"Metz, France",bubble_40,no
Mitigée,"Un peu déçue de cet hôtel.. Peu de prises pour recharger les téléphones, seulement 2 dont une qui ne fonctionnait plus. Cache de la chasse d’eau cassé.. Difficulté à avoir de l’eau chaude pour le bain.. Menage pas au top : reste de bonbons sous le lit..  Point positif : le petit déjeuner tres complet et varié",manon_dvl a écrit un avis (juil. 2022),"Caen, France",bubble_30,yes
Séjour au sequoia,Très satisfaite chambre très propre et l accès à la piscine est top en plus très près de l hôtel le resto hunter grill est impeccable aussi le personnel est très sympathique comme partout dans Disney franchement nous avons hâte d y retourner,christian V a écrit un avis (juil. 2022),"None, None",bubble_50,no
Super,"Nous sommes venu une nuit pour mon anniversaire, la chambre était très agréable le personnel a l’accueil aimable . La chambre est grande et spacieuse la literie est très confortable, nous avons pris le petit déjeuner et le buffet est vraiment varié tout est très bon je recommande vraiment ☺️",laetitia a écrit un avis (juil. 2022),"Paris, France",bubble_40,yes
En travaux mais pleins tarifs,J’ai décidé de choisir cet hôtel pour sa beauté et aussi pour voir ces majestueux séquoias que nous aimons tant. Qu’on se le dise le bâtiment principale est magnifique sauf que notre chambre était excentrée dans le bloc Yellowstone… Je n’ai rien à reprocher sur le fait que l’hôtel soit en rénovation mais à ce moment là il serait bien de condamner les parties en rénovations!  La vue de la chambre? Un magnifique échafaudage et étant donné que nous nous sommes levé à 4h30 le matin nous sommes allé se reposer dans la chambre l’après midi avec la joie d’avoir des ouvriers qui travaillaient à notre fenêtre… Nous n’allions bien évidement pas incriminer les pauvres il travaillaient en pleine chaleur. Autant vous dire que nous avons pu dire adieu à notre sieste. Ayant expressément payé…,Emmanuel L a écrit un avis (juil. 2022),"None, None",bubble_30,no
Hygiène déplorable,"Nous revenons tout juste d'un séjour à l'hôtel sequoia lodge a Disneyland Paris. Une nuit sèche nous a coûté 565 euros, executive floor. Alors résumé: la propreté de la chambre , bon ça allait, il ne fallait pas y regarder de trop près mais c'était passable.  Par contre les parties communes, véritablement une honte. Tout absolument tout où les clients et le personnel pose les mains est collant de crasse. La rampe de l'escalier qui descend aux restaurants et le pupitre devant le restaurant noir de saleté( cf photo de mouchoirs passés dessus en pj). Toutes les parties communes sont absolument immondes,noires de crasse. Le lounge du golden forest club, sol collant, tables non nettoyées ( cf photos). Les serveurs font un bruit bizarre quand ils marchent. Quand on leur demande quel…",kate5858 a écrit un avis (juil. 2022),"Chateau Chinon, France",bubble_10,yes
