dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
janv. 2022 , En famille,Disneyland en petit résumé,Incroyable 🥲 depuis le temps que j’y vais tout à changé ( j’y suis allé 7 fois ) c’est génial tout.ce qu’il y a à faire la bas. U e fois le château étant en rénovation ils ont songé à mettre des «  panneaux » pour qu’on puisse le voir quand même,4 contributions,fr,Écrit le 19 décembre 2022,"5,0 sur 5 bulles",yes
None,None,C'est une arnaque. S'il vous plaît soyez prudente.,C'est une arnaque. N'achetez pas le billet par ici. J'ai acheté les billets sur TripAdvisor. Le qrcode fourni ne peut pas être scanné à l'entrée. Nous avons demandé au centre de billetterie et le personnel ne peut pas rechercher la référence de réservation correspondante. Cet opérateur n'a même pas aidé à acheter mon billet au début et ils ont refusé de rembourser après que j'ai signalé au service client. Quelle arnaque. Je dois attendre une heure et acheter deux autres billets. Quelle perte de temps.,"Hong Kong, Chine",en,None,"1,0 sur 5 bulles",no
déc. 2022 , En famille,Perte de temps et d'argent,"Absolument perdu la magie de Noël. Beaucoup trop de monde dans le parc, la file d'attente pour les manèges, la nourriture, les magasins... absolument tout gâche la journée. Semble être tout au sujet de l'argent de l'argent de l'argent! Le pire défilé que j'ai regardé en 20 ans. .. était un voyage très attendu et s'est transformé en une perte de temps et d'argent.","Glasgow, UK",en,Écrit le 19 décembre 2022,"1,0 sur 5 bulles",no
None,None,Parcs très soignés Superbe scénographie Le tout gâché par un afflux exagéré de visiteurs,"Nous avons trouvé une organisation parfaite, tant dans l'hôtel Disney où nous avons séjourné que dans les Parcs 2. Malheureusement, diverses activités nous ont été exclues en raison de la présence d'une foule immense : l'un de tous les Disney D-light Oltre tutto est également, et surtout un risque pour la sécurité des visiteurs","Ponte Arche, Italie",it,None,"3,0 sur 5 bulles",no
déc. 2022 , En famille,Génial,"Ambiance spectaculaire, décoration et traitement, vous devez le visiter au moins une fois dans votre vie, c'est quelque chose qui doit être vécu.",5 contributions,es,None,"5,0 sur 5 bulles",no
None,None,A moitié satisfait,"Expérience avec plusieurs points positifs et négatifs. À partir de ce dernier, le pire aspect est sûrement l'attente de la file d'attente (entre autres avec de mauvaises indications sur les temps d'attente indiqués au début de la file d'attente, environ le double) surtout si vous allez en période froide faire 1 heure / une heure et faire la queue pendant 3 minutes d'attraction est absurde. De plus, certains des manèges les plus célèbres ont été fermés en raison du ""froid"". Personnel souvent impatient et grossier dans les bars/magasins. Le parc est certainement plus apprécié pour le cadre que pour les manèges. Les différentes zones sont agréables même si elles pourraient avoir plus de thèmes Disney au lieu de ""farwest"" par exemple. Spectacle final avec lumières et feux d'artifice qui vaut à lui seul la moitié du billet, fantastique.",3 contributions,it,None,"3,0 sur 5 bulles",no
déc. 2022 , En couple,"Magie unique, comme toujours","J'ai toujours été fasciné par le monde de Disney, et retourner dans les parcs est sans aucun doute la meilleure façon d'en vivre la magie. De plus, la période de Noël donne assurément un petit plus à l'ambiance et rend la visite extrêmement agréable. En sélectionnant bien les jours, j'ai eu une expérience parfaite","Lyon, France",it,None,"5,0 sur 5 bulles",no
déc. 2022 , En famille,👍,"Très bon séjour, seul bémol, trop d'anglais dans les spectacles, nos enfants français profitent beaucoup moins de ces spectacles qui sont géniaux. Dommage pour eux.C vraiment le seul bémol car le reste est tout simplement génial et encore plus féerique pendant cette période de Noël.",2 contributions,fr,Écrit le 19 décembre 2022,"4,0 sur 5 bulles",no
déc. 2022 , En couple,La magie et mes rêves d'enfants sont morts,"Nous sommes venus en couple pour 2 jours et 1 nuit à l'hôtel Cheyenne. Le but était de retomber dans la magie de disney que nous avions connu étant petit. Et quelle déception. Mais quane Disney se rendra-t-il compte qu'il tue la magie qu'il a crée il y a 30 ans ?Que les prix augmentent-> ok. Tout augmente. Mais alors, tout doit être parfait et rien ne l'est.Parcs : en permanence 3-4 attractions ""temporairement indisponible"" et souvent les mêmes (nottament la mine ou Space Mountain"". Ce qui a pour conséquence d'allonger le temps de file autre part. Ça peut arriver une fois mais 3 à 4 fois sur 2 jours ? Vu le prix qu'on paye, ce n'est pas acceptable.Plusieurs attractions (manoir, Ratatouille, Toy Story) s'arrêtent en plein milieu du parcours pour ""problème technique"" (tiens donc). Ça tue l immersion, la magie, tout. Tu te retrouves pendant 5 minutes avec Ratatouille qui te fixe dans les yeux et qui répètes les 2 mêmes phrases. Hallucinant. Et pas un mot d excuse des employés. Prix des restaurants exorbitants pour la qualité. 5 euros pour un chocolat chaud. Absence totale de personnages. Je me souviens, étant petit, adoré Disney car j allais croiser des personnages, pouvoir les prendre dans les bras etc. Ici, il y en a peu et pour les voir il faut faire des files allant jusque 2h !!! Pauvre gamins...Peu d'attractions fortes : vous allez me dire que je le savais. Oui mais pour le prix on s attend à mieux. Au niveau de l hôtel : payer 100 euros la nuit pour une chambre où le pommeau de douche dysfonctionne et où la chambre est tout juste propre et banale, c'est limite.Bref, super super déçu. Une partie de mon enfance s'est envolée. L'argent tue la magie ey Disney n est plus qu une pompe à fric. Évitez à tout prix pour les nostalgiques.",2 contributions,fr,None,"2,0 sur 5 bulles",no
déc. 2022 , En famille,Une journée à Disneyland Paris,"Nous avons passé une journée de décembre au parc avec la famille. Ambiance géniale, fabuleuse et magique. Le seul problème que nous avons rencontré était des températures trop froides. Nous reviendrons certainement dans une saison plus chaude. Personnel très sympathique et serviable. Handicap.",Somma lombardo,it,None,"5,0 sur 5 bulles",no
None,None,Dis.. MOneyland Paris... ,"Nous avions pour habitude de se rendre au parc en famille 1 à 2 fois par an pour des séjours de plusieurs nuits. Le covid arrivé nous avons du prendre notre mal en patience et avons finalement, malgré la lecture de nombreux avis négatif, décidé d'y retourner surtout pour les enfants.Le profit, le profit, le profit...Déjà l'hôtel:Cher, très cher. Imaginez par exemple qu'un simple séjour pour 2 adultes, 2 enfants hors saison pour 1 nuit dans l'hôtel le ' moins' bon revient à plus de 800€ pour une chambre de base et sans petit-déjeuner ou avantages ! Et en plus elle donne pas envie la chambre.. Petite, vétuste, dépassée, santa fe quoi. Alors imaginez ce qu'on peut payer au NewPort pour 5 jours et 4 nuits...Pour résumer, le prix a augmenté, la qualité stagne voire baisse pour certains détails.Le parc:Travaux, travaux, travaux. Merveilleux pour les 30 ans... Quel timing. Le covid a bon dos.Les files d'attente sont délirantes. Vous ne pouvez quasiment rien faire comme grosse attraction sauf si vous voulez attendre entre 45 et 2h dans les files d'attente..Ha si, vous pouvez payer biensur pour raccourcir. Je ne vous parle même pas du prix pour 2 adultes et 2 enfants en one shot tellement c'est indécent...Pour résumer. Prix croissant, qualité stagnante voire dégringolante.Les restaurants:J'ai pu apprendre qu'en cette période de Noël, Disney avait discrètement, si on peut dire, augmenté le prix de TOUS les mets !Incroyable, quel culot et quel mépris vis-à-vis des clients d'augmenter les prix et prendre les gens au piège... C'est simple, en famille vous ne pouvez pas manger où que ce soit sans dépenser une fortune. Scandaleux... Exemple auberge de cendrillon et ces 100 euros par adulte. Les plats ? Une vaste blague. Du pseudo fast-food décongelé et modifié pour essayer de présenter ' bien'. Dans les snacks, le prix reste le même (malgré que ce soit déjà trop haut) et pourquoi ? C'est simple, ils n'ont pas augmenté le prix mais enlevé le dessert !!! Ça revient donc à augmenté le pack. Ils se foutent royalement de votre g... Une fois de plus le mépris du client.. Pour résumer. Prix en croissance démesurée pour une qualité en décroissance calculée.La magie:Outai magie Outai ??Comment voulez-vous passer un moment magique dans un endroit où on vous prend uniquement pour un sujet de test ? Dans un endroit où l'argent est le maître mot (comme partout cela dit). Décorations, spectacle, etc tout est beau certes mais ça l'était déjà et de la même façon avant toutes ces augmentations... Pour résumer. Disney dit : ' vous me donnez tout et moi je ne vous donne rien'Résumé :Tout augmente pour diverses raisons ? OK c'est leur droit, leur politique, leur envie.Le problème c'est que lorsque vous donnez du bon argent, vous êtes en droit de réclamer pour votre argent et c'est là tout le problème...DISNEYLAND PARIS N'OFFRE PAS DE LA QUALITÉ POUR LE PRIX EXIGÉ !Nous sommes justes des dindons prêts à être plumés.En ce qui nous concerne, Disney c'est fini.De toute façon on ressentait déjà ceci avec leurs nouveaux films et séries, de pire en pire aucune magie ou voit juste des billets flotter.Et bien le parc est à l'image de cela. Donnez votre argent mais ne vous attendez certainement pas à un sentiment de satisfaction pour l'argent dépensé.C'est une pure et simple arnaque !Ceux qui mettent encore des commentaires élogieux sont soit des bots, soit payés pour, soit aveugles car croyez moi vous n'en aurez absolument pas pour votre argent !Pourtant j'étais un fan de cette magie que je suis depuis mon enfance. Malheureusement elle est belle et bien partie pour toujours...À bon entendeur, ",1 contribution,fr,None,"1,0 sur 5 bulles",no
sept. 2022,None,bon et juste prix,C'était bon et à un bon prix ici. les beaux effets de lumière ma copine les a adorés. le parc est petit par rapport à ceux d'orlando mais c'est bien,5 contributions,es,None,"5,0 sur 5 bulles",no
None,None,Une expérience vraiment magique,"Nous avons fait un billet de deux jours comme des enfants plus jeunes et nous avons réussi à faire la plupart des manèges mais nous n'avons pas eu la chance de voir les spectacles. La période de Noël à Disney était incroyable et nous avons passé un moment vraiment magique. Il y a beaucoup de monde, téléchargez l'application pour vérifier les temps d'attente et planifier. Il n'y avait pas de patinoire ni de Père Noël, ce qui était bien, nous ne savions tout simplement pas s'il y en aurait ou non et nous n'avons trouvé aucune information sur l'un ou l'autre. C'est une journée bien remplie, alors couvrez-vous bien et prenez des collations.","Londres, UK",en,None,"5,0 sur 5 bulles",yes
déc. 2022,None,Sentant que c'est l'âge mais toujours magique,"Je viens de rentrer après un autre voyage de Noël. Tout d'abord personne ne fait la magie de Noël comme Disney et encore une fois nous n'avons pas été déçus de l'ambiance créée par les personnages et le personnel. .1 : C'est cher 2 : C'est bondé, des files d'attente pour tout, manèges, personnages, cafés/points de vente, selfies3 : Réservez des restaurants à l'avance, n'hésitez pas ou pensez que tout ira bien, aucune chance !4 : Planifiez ce que vous que faire et voir et utiliser 'Magic Hours'Si vous avez été à DLP avant la pandémie, vous verrez une différence majeure comme nous l'avons fait, les parcs sont plus occupés, les files d'attente plus longues et il y a plus de défauts 'techniques' provoquant la fermeture des manèges pendant un temps considérable. Les chars de parade / personnages sont moins nombreux, le défilé de Noël une seule fois par jour. Beaucoup de rénovations en cours. Dans l'ensemble, le DLP est toujours magique, mais les défis «techniques» et la fermeture des points de restauration se laissent tomber et peut-être que la nouvelle zone en cours de développement aidera à alléger le volume d'invités.","Inverclyde, UK",en,None,"3,0 sur 5 bulles",no
None, En couple,Disney est Disney,"Bon parc et beaucoup à faire. Mais un peu cher. 38 pour un coca est bien au-dessus. La nourriture superbe, l'hôtel très confortable. Personnel amical.","Saltsjo-Boo, Suède",sv,None,"4,0 sur 5 bulles",yes
déc. 2022, En famille,Grand plaisir de Disney,"Super expérience pour les enfants et les adultes. Le seul inconvénient est son succès car l'endroit est toujours bondé de visiteurs. Le temps d'attente moyen pour les manèges est de 60 à 80 minutes en décembre (sauf si vous achetez un pass rapide). Si vous souhaitez manger dans l'un des restaurants Disney, vous devez effectuer une réservation au moins deux mois à l'avance. .","Pembroke, Malte",en,None,"5,0 sur 5 bulles",no
None,None,Mignon mais…,"Parc plein de monde, files d'attente folles et pas d'endroit chaud pour se réchauffer. Même plusieurs jours avant l'arrivée, il était impossible de réserver des places au restaurant. Les fast-foods et autres restaurants étaient glacials et avec des files d'attente folles. 16. Les spectacles gratuits sont pas particulièrement intéressant, et surtout dans le froid.Je pensais que vu la saison, ils encourageaient les activités d'intérieur.","Brescia, Italie",it,None,"3,0 sur 5 bulles",yes
déc. 2022 , En couple,Beau mais hors de prix,"Le parc est très joli surtout en période de Noël , magnifique décorations, les attractions a sensations sont géniales, par contre tous les prix sont énormes,  des menus a 45,55 euros etc pour pas grand chose . Même les boutiques ambulantes sont chères : 8 euros pour 5 Petites boulettes de fromage panées ,12 ou 14 euros un hot dog tout seul etc Nous logions un logement Disney en dehors qui nous permettait de se faire a manger nous même et petit déjeuner hors du parc. Beau mais ce sera notre unique fois là bas.",16 contributions,fr,None,"3,0 sur 5 bulles",yes
nov. 2022 , En couple,Magique,"Nous pensions que ce serait bien, mais nous ne pensions pas que ce serait si bien ! Ce fut une excellente expérience pour nos enfants (12 et 17 ans) et pour nous, parents !","Anyksciai, Lituanie",en,None,"5,0 sur 5 bulles",yes
sept. 2022, En famille,Magique,"Apprécié chaque nminute, hôtel à proximité si facile à atteindre. C'était une expérience que j'attendais de faire depuis longtemps et que j'ai réussi à faire lors du 30e anniversaire. Je vais certainement recommencer à l'avenir. J'ai adoré tous les personnages et les défilés ont même pu rencontrer Mickey Mouse. A recommander pour tous les âges.","Ossett, UK",en,None,"5,0 sur 5 bulles",no
None, En famille,Génial,"Belle expérience toujours passionnante disneyland resort Paris, billets un peu chers mais sur tripadvisor je l'ai trouvé à un prix inférieur","Palerme, Italie",it,None,"5,0 sur 5 bulles",no
déc. 2022,None,Déception,"A s'appelle le  Willingness to pay (la stratégie marketing mise en place depuis 2017)Très visible effectivement à disneyland parispousser les tarifs au max, très régulièrement, pour voir jusqu'où le consommateur est prêt à aller, enfin à payer surtoutdonc le français moyen, dont je fais parti, ne pourra plus venir, ou ne peut déja plus venir au parc car trop cher. l'objectif est d'avoir une clientèle étrangère, qui a un peu plus de pouvoir d'achat et surtout, ayant moins de vacances qu'en France, est prête à dépenser beaucoup car se sont leurs seules vacances l'année. ça peut s'apparenter à de la discrimination (ce qui est illégal) Pour terminer, l'hotel campanile, qui coute cher et qui est dans un mauvais état (changement de chambre à 23h car les sanitaires étaient inutilisables), lavabo bouché dans la seconde chambre. Petit dej pas vraiment bon, et odeur de poisson dans les couloirs et les chambres ........Willingness to pay ... d'autant moins acceptable quand la qualité n'est pas au niveau du prix",2 contributions,fr,Écrit le 15 décembre 2022,"2,0 sur 5 bulles",no
déc. 2022 , En famille,Tout simplement magique ✨,"Nous avons passés la plus belle des journées à Disneyland Paris en amoureux.J'ai vraiment hâte d'y revenir. On retourne en enfance et c'est merveilleux.Le parc est cher, mais malgré cela il reste toujours mon parc préféré !","Genève, Suisse",fr,None,"5,0 sur 5 bulles",no
déc. 2022 , En couple,tu vas t'exciter,"On s'excite comme un enfant quand on voit passer le défilé. Le spectacle de lumière et de feu est un authentique passé. Les attractions sont très calmes à faire avec des enfants. Cela vaut la peine de faire la queue aux meilleures attractions, mais il y a toujours beaucoup de monde. Je recommande au moins deux jours car une demi-journée se passe dans les files d'attente. Il faut y aller au moins une fois dans sa vie.","Madrid, Espagne",es,None,"5,0 sur 5 bulles",no
déc. 2022 , En famille,trop d'attente aux attractions et trop de panne de maintenance,"En 2 jours, plus de 3 attractions par jour étaient en maintenance et 3 fois de suite, alors que nous avions déjà fait plus de 1 heure de queue, l'attraction fermait pour cause de maintenance et nous devions attendre l'ouverture de nouveau en refaisant de nouveau la queue. Nous avons perdu de nombreuses heures pour rien, sans dédommagement.",2 contributions,fr,None,"3,0 sur 5 bulles",no
déc. 2022 , En famille,Séjour à Disneyland mot du jour ATTENTE….,"Nous avions réservé deux jours deux parc avec nuit d’hôtel au ranch Davy Crockett formule tout inclus,Les mobilehomes au ranch sont très bien, spacieux, Il ne manque de rien, l’avantage, nous pouvons récupérer les clés à tout moment après 16 heures, la formule tout inclus est très mal expliqué, pour les repas, le personnel connaît très bien le fonctionnement, mais pour les goûter de l’après-midi c’est plus compliqué, nos journées dans le parc, on été très aléatoire. La magie y était, la décoration est magnifique, surtout au niveau des détails, le personnel est tout simplement très gentil et très accueillant, mais alors ce qui est du côté attractions, c’est beaucoup plus compliqué. Les temps d’attente sont infernal, avec le froid, les enfants sont beaucoup moins patients, et ont du mal à profiter de leur moment. Le temps d’attente varie de 60 à 90 minutes. Nous avons quatre enfants de un an à 14 ans et même le plus grand avait du mal à être patient alors imaginez le tout petit, accès pass hors de prix, pour notre séjour il nous proposaient 850€ les accès pass pour la journée pour 2 adultes trois enfants le bébé ne compte pas, ajouter sa au prix de votre billet, incroyablement cher.Je pense qu’il y a une grosse surcharge de monde, il y avait des gens qui mangeaient par terre car pas de tables disponible, au tarif des repas ou goûter,Je pense que le minimum serait de pouvoir s’asseoir pour en profiter ou du moins le savourer.Je pense qu’il faudrait revoir la capacité à recevoir dans les parcs, certes, ce serait une perte d’argent chaque jour, mais la qualité du service et la satisfaction du client n’est-elle pas le but recherché ?Est-ce que j’y retournerai? Sincèrement je ne sais pas… Oui c’est magnifique, mais le tarif est excessif pour le profit que l’on peut avoir sur place4 -5 manège à la journée c’est vraiment triste.",2 contributions,fr,None,"3,0 sur 5 bulles",yes
None,None,Hôtel Cheyenne et parcs avec les 6-8 ans,"J'espère qu'avec cette critique, je pourrai répondre à certaines des questions qu'une famille peut se poser. Âge idéal de l'enfant : nous avons rendu visite à un enfant de 8 ans et à un enfant de 6 ans, ce qui, avec le recul, nous a semblé idéal et le plus jeune, selon nous, fonctionne bien. L'enfant de 6 ans se souviendra de l'expérience et était assez grand pour la plupart des manèges. Notre fille de 8 ans mesurait un peu plus d'1m40, ce qui lui a ouvert certains des manèges les plus excitants.Eurostar de Londres: Dans l'ensemble, un très bon service de St Pancras Int'l. L'embarquement commence par un contrôle des billets suivi d'un contrôle de sécurité de type aéroport. Vous entrez alors dans une salle d'embarquement pour attendre l'annonce du quai. Les trains étaient très confortables et le trajet court. Nous avons changé à Lille, où il y a des cafés dans la gare, avant le dernier train pour Chessy. Notez le numéro du train car il y avait deux départs exactement au même moment sur le même quai, mais le train se sépare en deux ou deux endroits différents. Transfert à l'hôtel : Traversez jusqu'au terminal de bus à l'extérieur de la gare et chaque hôtel Disney dispose d'un bus dédié. L'hôtel Cheyenne était à l'arrêt D. Cela prend environ 5 minutes. Hôtel Cheyenne : L'enregistrement a été très sympathique et le personnel a immédiatement mis les enfants dans l'ambiance de Disney. La chambre était une simple chambre double avec une télévision et une salle de bains. Très simple mais fait le job. L'hôtel peut faire face à BEAUCOUP d'invités au petit-déjeuner, mais si vous voulez éviter de longues files d'attente, je tenterais d'arriver au plus tard à 07h45. Le petit-déjeuner était varié pour répondre à la plupart des goûts. La promenade jusqu'au parc prend environ 20 minutes où vous passez par un contrôle rapide des bagages, puis par le Disney Village, après quoi vous décidez de tourner à gauche pour les studios Disney ou tout droit vers le parc principal. Nous avons vraiment apprécié : Big Thunder Mountain, maison hantée, Indiana Jones, Pirates des Caraïbes, Tour de la terreur et Buzz Light Year.Utilisez l'application ! Cela permet de réduire au minimum les temps d'attente. Si vous êtes assez discipliné pour vous lever tôt (difficile avec de jeunes enfants s'ils ont voyagé ou marché dans un parc toute la journée avant !), vous bénéficiez d'une heure de parc avant que le public ne commence à arriver. Le plus gros problème que nous ayons trouvé était la nourriture - qualité et prix. Si vous aimez la nourriture beige, les hamburgers et les frites, vous serez dans votre élément ! Vous pouvez trouver des options plus saines, mais tout cela coûte cher. Le train autour du parc était amusant, avec des panoramas spéciaux spécifiques à chaque terre. Cela ne s'est pas arrêté à toutes les gares, nous nous sommes donc retrouvés à la gare principale - eh bien! Dans l'ensemble, un voyage amusant. Si vous pouvez vous le permettre, nous vous recommandons de payer pour la proximité et la meilleure qualité de l'hôtel New York, mais Cheyenne est un plaisir.",UK,en,None,"4,0 sur 5 bulles",yes
déc. 2022 , En famille,L'endroit le moins magique,"Je viens de rentrer d'une visite de 2 jours à Disneyland Paris avec mes trois filles. Je peux honnêtement dire que je n'ai jamais été aussi déçu. Je pensais que ça allait être vraiment magique pour eux surtout à Noël. Ce n'était pas du tout le cas, je m'attendais à des files d'attente mais une heure et demie pour rencontrer une princesse, c'était fou. Je pensais que les personnages seraient autour du parc avec lesquels vous pourriez vous arrêter et prendre des photos, ce n'était pas le cas. Vous les apercevriez courir vers les zones des acteurs. Laissant mon enfant de 6 ans vraiment déçu de ne même pas lui dire bonjour. Je ne peux pas dire qu'il y a beaucoup à faire à moins que vous ne vouliez visiter 100 restaurants et magasins… les manèges ont un temps d'attente ridicule juste pour que vous soyez sur un tour toutes les deux secondes. J'ai l'impression qu'il devrait y avoir beaucoup plus d'activités pour les enfants à faire et à s'impliquer dans les aires de jeux ou surtout en hiver car il faisait absolument froid. Quels enfants de 12, 6 et 1 ans veulent aller jusqu'à Disney pour voir des restaurants qui nécessitent des réservations et coûtent 45 € par personne ! ? J'ai dû attendre 50 minutes pour acheter 2 toasts au fromage et quelques thés qui coûtaient environ 34 €, mon partenaire a finalement réussi à nous trouver une table pour s'asseoir et manger mais nous avions des gens qui nous survolaient littéralement tout le temps tenant leurs plateaux attendant que nous nous dépêcher et partir. J'ai payé plus pour un laissez-passer photo que je n'ai même pas pu utiliser car nous n'avions aucune possibilité de les utiliser. Comme je l'ai dit, je m'attendais à des files d'attente et à ce que ce soit assez cher, comme pour toutes les attractions, mais c'était tout simplement ridicule. Loin de l'expérience magique que j'espérais offrir à mes enfants pour leur gâterie de Noël. C'est très esthétique, surtout le soir mais à part ça je pense qu'ils se seraient plus amusés à flâner dans la boutique Disney à Londres ! Je n'y retournerai pas…",1 contribution,en,Écrit le 15 décembre 2022,"2,0 sur 5 bulles",yes
déc. 2022 , En couple,la magie,"L'endroit le plus magique et le plus étonnant que j'aie jamais vu de ma vie. L'interaction dans la file d'attente nous fait oublier que nous sommes face à une petite file d'attente. Incroyable, surréaliste, indescriptible.","Macae, RJ",pt,None,"5,0 sur 5 bulles",no
nov. 2022, En famille,"M. Walt est mon berger, je ne manque de rien !","Pour moi, aller à Disney, c'est entrer dans une histoire où il n'y a rien de mal. Vous savez que vous allez payer même pour l'air que vous respirez, que vous allez faire la queue même pour aller aux toilettes, qu'il va y avoir des choses qui vous sembleront être une arnaque, … mais quand vous entrez , vous entrez dans l'histoire et toutes les mauvaises choses disparaissent. Magie pure.",2 contributions,es,None,"5,0 sur 5 bulles",no
